suite,dir,tier,condition,policy,sketch_route,rollout_idx,skipped,skip_reason,n_steps,success_final,success_sustained,first_success_step,grasp_success_flag,grasped_any,lifted,grasped_instance,correct_instance_grasped,nearest_destination,correct_destination,terminal_dist_xy,sketch_referent_object,sketch_referent_destination,sketch_fidelity_object,sketch_fidelity_destination,deproject,z_pick,z_place,n_infer_calls,infer_ms_mean
spatial,scene_0024,directional,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,,False,0.0963,,,,,plane,,,48,85.1
spatial,scene_0024,directional,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0378,,,,,plane,,,48,85.2
spatial,scene_0026,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0094,,,,,plane,,,48,84.5
spatial,scene_0026,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0074,,,,,plane,,,48,84.4
spatial,scene_0026,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,False,0.0186,,,,,plane,,,48,84.2
spatial,scene_0027,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,False,0.013,,,,,plane,,,48,84.4
spatial,scene_0027,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,False,0.0062,,,,,plane,,,48,84.4
spatial,scene_0027,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_3,True,plate_1,False,0.0257,,,,,plane,,,48,84.8
spatial,scene_0028,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,glazed_rim_porcelain_ramekin_1,False,,False,0.1179,,,,,plane,,,48,83.8
spatial,scene_0028,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,glazed_rim_porcelain_ramekin_1,False,,False,0.1253,,,,,plane,,,48,84.3
spatial,scene_0028,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,glazed_rim_porcelain_ramekin_1,False,,False,0.1437,,,,,plane,,,48,85.1
spatial,scene_0032,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.021,,,,,plane,,,48,86.3
spatial,scene_0032,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_2,False,plate_1,True,0.0242,,,,,plane,,,48,84.8
spatial,scene_0032,both,text_only,pi05,tokens,2,False,,240,True,True,119,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0137,,,,,plane,,,48,86.2
spatial,scene_0033,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_3,True,plate_2,False,0.0082,,,,,plane,,,48,87.6
spatial,scene_0033,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_3,True,plate_2,False,0.0239,,,,,plane,,,48,87.0
spatial,scene_0033,both,text_only,pi05,tokens,2,False,,240,True,True,138,True,True,True,akita_black_bowl_3,True,plate_3,True,0.0221,,,,,plane,,,48,87.5
spatial,scene_0034,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_3,False,0.0126,,,,,plane,,,48,86.3
spatial,scene_0034,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_3,False,0.0111,,,,,plane,,,48,86.6
spatial,scene_0034,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_1,True,plate_3,False,0.0095,,,,,plane,,,48,85.7
spatial,scene_0035,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,True,0.0219,,,,,plane,,,48,87.1
spatial,scene_0035,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,glazed_rim_porcelain_ramekin_2,False,plate_2,True,0.0424,,,,,plane,,,48,86.9
spatial,scene_0035,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_3,False,plate_2,True,0.0117,,,,,plane,,,48,86.7
spatial,scene_0036,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_1,False,plate_2,True,0.0132,,,,,plane,,,48,88.9
spatial,scene_0036,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_1,False,plate_2,True,0.0242,,,,,plane,,,48,89.0
spatial,scene_0036,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_1,False,plate_2,True,0.0142,,,,,plane,,,48,89.0
spatial,scene_0037,both,text_only,pi05,tokens,0,False,,240,False,False,,True,True,True,akita_black_bowl_2,False,plate_3,False,0.0077,,,,,plane,,,48,91.9
spatial,scene_0037,both,text_only,pi05,tokens,1,False,,240,False,False,,True,True,True,akita_black_bowl_2,False,plate_3,False,0.0074,,,,,plane,,,48,92.9
spatial,scene_0037,both,text_only,pi05,tokens,2,False,,240,False,False,,True,True,True,akita_black_bowl_2,False,plate_3,False,0.006,,,,,plane,,,48,94.4
object,scene_0002,control,text_only,pi05,tokens,0,False,,300,True,True,149,True,True,True,tomato_sauce_1,True,basket_1,True,0.0153,,,,,plane,,,60,86.6
object,scene_0002,control,text_only,pi05,tokens,1,False,,300,True,True,156,True,True,True,tomato_sauce_1,True,basket_1,True,0.031,,,,,plane,,,60,87.7
object,scene_0002,control,text_only,pi05,tokens,2,False,,300,True,True,181,True,True,True,tomato_sauce_1,True,basket_1,True,0.0348,,,,,plane,,,60,87.0
object,scene_0003,control,text_only,pi05,tokens,0,False,,300,True,True,277,True,True,True,orange_juice_1,True,basket_1,True,0.0192,,,,,plane,,,60,87.9
object,scene_0003,control,text_only,pi05,tokens,1,False,,300,True,True,239,True,True,True,orange_juice_1,True,basket_1,True,0.0176,,,,,plane,,,60,86.4
object,scene_0003,control,text_only,pi05,tokens,2,False,,300,False,False,208,True,True,True,orange_juice_1,True,basket_1,True,0.0334,,,,,plane,,,60,86.0
object,scene_0004,control,text_only,pi05,tokens,0,False,,300,False,False,,True,False,False,,False,,False,0.3631,,,,,plane,,,60,86.5
object,scene_0004,control,text_only,pi05,tokens,1,False,,300,True,True,226,True,True,True,ketchup_1,True,basket_1,True,0.0336,,,,,plane,,,60,86.9
object,scene_0004,control,text_only,pi05,tokens,2,False,,300,True,True,208,True,True,True,ketchup_1,True,basket_1,True,0.0266,,,,,plane,,,60,86.7
object,scene_0006,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,salad_dressing_2,False,,False,0.0996,,,,,plane,,,60,85.7
object,scene_0006,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,salad_dressing_2,False,,False,0.0953,,,,,plane,,,60,86.1
object,scene_0006,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,salad_dressing_2,False,basket_1,True,0.0669,,,,,plane,,,60,86.6
object,scene_0008,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,cream_cheese_1,False,basket_1,True,0.0401,,,,,plane,,,60,85.9
object,scene_0008,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,cream_cheese_1,False,basket_1,True,0.0323,,,,,plane,,,60,86.1
object,scene_0008,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,cream_cheese_1,False,basket_1,True,0.0404,,,,,plane,,,60,87.5
object,scene_0009,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,chocolate_pudding_1,False,basket_1,True,0.0196,,,,,plane,,,60,87.4
object,scene_0009,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,chocolate_pudding_1,False,basket_1,True,0.0355,,,,,plane,,,60,87.2
object,scene_0009,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,chocolate_pudding_1,False,basket_1,True,0.0211,,,,,plane,,,60,86.6
object,scene_0010,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,milk_1,False,,False,0.1469,,,,,plane,,,60,86.7
object,scene_0010,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,milk_1,False,,False,0.1075,,,,,plane,,,60,86.3
object,scene_0010,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,cream_cheese_1,False,basket_1,True,0.0738,,,,,plane,,,60,86.3
object,scene_0012,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,alphabet_soup_4,False,basket_1,True,0.0252,,,,,plane,,,60,85.3
object,scene_0012,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,alphabet_soup_4,False,basket_1,True,0.0264,,,,,plane,,,60,85.4
object,scene_0012,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,alphabet_soup_4,False,basket_1,True,0.0061,,,,,plane,,,60,86.8
object,scene_0014,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,bbq_sauce_4,False,,False,0.082,,,,,plane,,,60,86.2
object,scene_0014,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,bbq_sauce_1,True,,False,0.086,,,,,plane,,,60,87.4
object,scene_0014,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,bbq_sauce_4,False,basket_1,True,0.0264,,,,,plane,,,60,85.6
object,scene_0015,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,chocolate_pudding_3,False,basket_1,True,0.0194,,,,,plane,,,60,86.1
object,scene_0015,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,chocolate_pudding_3,False,basket_1,True,0.0246,,,,,plane,,,60,85.9
object,scene_0015,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,chocolate_pudding_3,False,basket_1,True,0.0173,,,,,plane,,,60,86.7
object,scene_0016,referential,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,cream_cheese_4,False,basket_1,True,0.0365,,,,,plane,,,60,86.4
object,scene_0016,referential,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,cream_cheese_4,False,basket_1,True,0.041,,,,,plane,,,60,86.1
object,scene_0016,referential,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,cream_cheese_4,False,basket_1,True,0.0404,,,,,plane,,,60,86.0
object,scene_0017,directional,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,chocolate_pudding_1,True,basket_1,False,0.0242,,,,,plane,,,60,85.0
object,scene_0017,directional,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,chocolate_pudding_1,True,,False,0.0864,,,,,plane,,,60,86.3
object,scene_0017,directional,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,chocolate_pudding_1,True,,False,0.1236,,,,,plane,,,60,84.4
object,scene_0018,directional,text_only,pi05,tokens,0,False,,300,True,True,137,True,True,True,cream_cheese_1,True,basket_1,True,0.0123,,,,,plane,,,60,85.2
object,scene_0018,directional,text_only,pi05,tokens,1,False,,300,True,True,126,True,True,True,cream_cheese_1,True,basket_1,True,0.0192,,,,,plane,,,60,85.9
object,scene_0018,directional,text_only,pi05,tokens,2,False,,300,True,True,136,True,True,True,cream_cheese_1,True,basket_1,True,0.0132,,,,,plane,,,60,85.2
object,scene_0019,directional,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,butter_1,True,basket_2,False,0.07,,,,,plane,,,60,84.7
object,scene_0019,directional,text_only,pi05,tokens,1,False,,300,True,True,142,True,True,True,butter_1,True,basket_1,True,0.0101,,,,,plane,,,60,85.5
object,scene_0019,directional,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,butter_1,True,basket_2,False,0.0327,,,,,plane,,,60,85.5
object,scene_0020,directional,text_only,pi05,tokens,0,False,,300,True,True,173,True,True,True,milk_1,True,basket_1,True,0.0192,,,,,plane,,,60,85.6
object,scene_0020,directional,text_only,pi05,tokens,1,False,,300,True,True,189,True,True,True,milk_1,True,basket_1,True,0.0152,,,,,plane,,,60,85.0
object,scene_0020,directional,text_only,pi05,tokens,2,False,,300,True,True,192,True,True,True,milk_1,True,basket_1,True,0.0154,,,,,plane,,,60,84.7
object,scene_0021,directional,text_only,pi05,tokens,0,False,,300,True,True,117,True,True,True,alphabet_soup_1,True,basket_2,True,0.0118,,,,,plane,,,60,85.3
object,scene_0021,directional,text_only,pi05,tokens,1,False,,300,True,True,123,True,True,True,alphabet_soup_1,True,basket_2,True,0.0049,,,,,plane,,,60,84.9
object,scene_0021,directional,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,alphabet_soup_1,True,basket_1,False,0.021,,,,,plane,,,60,84.8
object,scene_0022,directional,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,orange_juice_1,False,basket_3,False,0.0199,,,,,plane,,,60,85.5
object,scene_0022,directional,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,orange_juice_1,False,basket_3,False,0.0533,,,,,plane,,,60,85.5
object,scene_0022,directional,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,orange_juice_1,False,basket_3,False,0.0244,,,,,plane,,,60,86.0
object,scene_0026,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,milk_1,False,basket_1,True,0.04,,,,,plane,,,60,86.5
object,scene_0026,both,text_only,pi05,tokens,1,False,,300,True,True,199,True,True,True,salad_dressing_2,True,basket_1,True,0.0561,,,,,plane,,,60,85.9
object,scene_0026,both,text_only,pi05,tokens,2,False,,300,True,True,211,True,True,True,salad_dressing_2,True,basket_1,True,0.0488,,,,,plane,,,60,85.4
object,scene_0028,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,cream_cheese_2,False,basket_2,True,0.0154,,,,,plane,,,60,83.8
object,scene_0028,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,cream_cheese_2,False,basket_2,True,0.0059,,,,,plane,,,60,84.2
object,scene_0028,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,cream_cheese_2,False,basket_2,True,0.022,,,,,plane,,,60,83.7
object,scene_0030,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,alphabet_soup_2,False,basket_1,True,0.0229,,,,,plane,,,60,85.2
object,scene_0030,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,alphabet_soup_2,False,basket_1,True,0.0135,,,,,plane,,,60,84.3
object,scene_0030,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,alphabet_soup_2,False,basket_1,True,0.0116,,,,,plane,,,60,84.1
object,scene_0031,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_2,False,0.0301,,,,,plane,,,60,84.4
object,scene_0031,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_2,False,0.0165,,,,,plane,,,60,85.2
object,scene_0031,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_2,False,0.0562,,,,,plane,,,60,84.8
object,scene_0032,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_3,False,0.0298,,,,,plane,,,60,84.6
object,scene_0032,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_3,False,0.0296,,,,,plane,,,60,85.1
object,scene_0032,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,tomato_sauce_2,False,basket_3,False,0.0169,,,,,plane,,,60,84.6
object,scene_0034,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,ketchup_3,False,basket_1,False,0.0267,,,,,plane,,,60,85.4
object,scene_0034,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,ketchup_3,False,basket_1,False,0.0127,,,,,plane,,,60,84.8
object,scene_0034,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,ketchup_3,False,basket_1,False,0.0708,,,,,plane,,,60,85.4
object,scene_0035,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,butter_5,False,basket_3,True,0.0297,,,,,plane,,,60,86.4
object,scene_0035,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,butter_5,False,basket_1,False,0.0462,,,,,plane,,,60,85.3
object,scene_0035,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,butter_5,False,basket_3,True,0.0033,,,,,plane,,,60,85.6
object,scene_0036,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,alphabet_soup_2,True,basket_1,False,0.0387,,,,,plane,,,60,85.7
object,scene_0036,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,alphabet_soup_2,True,basket_1,False,0.0378,,,,,plane,,,60,84.8
object,scene_0036,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,alphabet_soup_2,True,basket_1,False,0.0179,,,,,plane,,,60,84.8
object,scene_0037,both,text_only,pi05,tokens,0,False,,300,False,False,,True,True,True,tomato_sauce_2,True,,False,0.4003,,,,,plane,,,60,84.8
object,scene_0037,both,text_only,pi05,tokens,1,False,,300,False,False,,True,True,True,tomato_sauce_2,True,basket_3,False,0.0558,,,,,plane,,,60,86.2
object,scene_0037,both,text_only,pi05,tokens,2,False,,300,False,False,,True,True,True,tomato_sauce_2,True,basket_1,False,0.0212,,,,,plane,,,60,86.0
goal,scene_0000,control,text_only,pi05,tokens,0,False,,320,True,True,70,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0119,,,,,plane,,,64,86.4
goal,scene_0000,control,text_only,pi05,tokens,1,False,,320,True,True,71,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0087,,,,,plane,,,64,84.9
goal,scene_0000,control,text_only,pi05,tokens,2,False,,320,True,True,71,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0098,,,,,plane,,,64,84.5
goal,scene_0003,control,text_only,pi05,tokens,0,False,,320,False,True,124,False,False,False,,False,,False,,,,,,plane,,,64,84.5
goal,scene_0003,control,text_only,pi05,tokens,1,False,,320,False,True,112,False,False,False,,False,,False,,,,,,plane,,,64,83.8
goal,scene_0003,control,text_only,pi05,tokens,2,False,,320,False,True,118,False,False,False,,False,,False,,,,,,plane,,,64,84.9
goal,scene_0004,control,text_only,pi05,tokens,0,False,,320,True,True,93,True,True,True,cream_cheese_1,True,akita_black_bowl_1,True,0.001,,,,,plane,,,64,84.9
goal,scene_0004,control,text_only,pi05,tokens,1,False,,320,True,True,88,True,True,True,cream_cheese_1,True,akita_black_bowl_1,True,0.0063,,,,,plane,,,64,84.5
goal,scene_0004,control,text_only,pi05,tokens,2,False,,320,True,True,93,True,True,True,cream_cheese_1,True,akita_black_bowl_1,True,0.0146,,,,,plane,,,64,85.0
goal,scene_0006,referential,text_only,pi05,tokens,0,False,,320,True,True,90,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.2
goal,scene_0006,referential,text_only,pi05,tokens,1,False,,320,True,True,91,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.1
goal,scene_0006,referential,text_only,pi05,tokens,2,False,,320,True,True,92,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.1
goal,scene_0007,referential,text_only,pi05,tokens,0,False,,320,True,True,82,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,86.1
goal,scene_0007,referential,text_only,pi05,tokens,1,False,,320,True,True,88,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,88.0
goal,scene_0007,referential,text_only,pi05,tokens,2,False,,320,True,True,89,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,86.4
goal,scene_0008,referential,text_only,pi05,tokens,0,False,,320,True,True,147,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,84.6
goal,scene_0008,referential,text_only,pi05,tokens,1,False,,320,True,True,160,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,85.2
goal,scene_0008,referential,text_only,pi05,tokens,2,False,,320,True,True,163,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,84.9
goal,scene_0009,referential,text_only,pi05,tokens,0,False,,320,True,True,90,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,84.5
goal,scene_0009,referential,text_only,pi05,tokens,1,False,,320,True,True,96,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,85.5
goal,scene_0009,referential,text_only,pi05,tokens,2,False,,320,True,True,89,False,True,True,wine_bottle_1,True,,False,,,,,,plane,,,64,84.9
goal,scene_0011,referential,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_2,False,,False,0.1604,,,,,plane,,,64,84.8
goal,scene_0011,referential,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_2,False,,False,0.1308,,,,,plane,,,64,84.9
goal,scene_0011,referential,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_2,False,,False,0.1364,,,,,plane,,,64,85.3
goal,scene_0012,referential,text_only,pi05,tokens,0,False,,320,True,True,80,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0087,,,,,plane,,,64,86.0
goal,scene_0012,referential,text_only,pi05,tokens,1,False,,320,True,True,80,True,True,True,akita_black_bowl_1,True,plate_1,True,0.001,,,,,plane,,,64,85.9
goal,scene_0012,referential,text_only,pi05,tokens,2,False,,320,True,True,84,True,True,True,akita_black_bowl_1,True,plate_1,True,0.0024,,,,,plane,,,64,85.3
goal,scene_0014,referential,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.5
goal,scene_0014,referential,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.5
goal,scene_0014,referential,text_only,pi05,tokens,2,False,,320,True,True,95,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,84.8
goal,scene_0016,referential,text_only,pi05,tokens,0,False,,320,True,True,88,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,86.3
goal,scene_0016,referential,text_only,pi05,tokens,1,False,,320,True,True,84,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,85.9
goal,scene_0016,referential,text_only,pi05,tokens,2,False,,320,True,True,87,True,True,True,akita_black_bowl_1,True,,False,,,,,,plane,,,64,84.8
goal,scene_0017,directional,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0086,,,,,plane,,,64,84.3
goal,scene_0017,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0036,,,,,plane,,,64,84.4
goal,scene_0017,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0132,,,,,plane,,,64,84.8
goal,scene_0020,directional,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0068,,,,,plane,,,64,85.0
goal,scene_0020,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0204,,,,,plane,,,64,85.8
goal,scene_0020,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0006,,,,,plane,,,64,85.3
goal,scene_0021,directional,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_3,False,0.0009,,,,,plane,,,64,85.4
goal,scene_0021,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_3,False,0.039,,,,,plane,,,64,85.2
goal,scene_0021,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_3,False,0.0028,,,,,plane,,,64,86.1
goal,scene_0022,directional,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0006,,,,,plane,,,64,84.8
goal,scene_0022,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0002,,,,,plane,,,64,84.1
goal,scene_0022,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0095,,,,,plane,,,64,84.7
goal,scene_0023,directional,text_only,pi05,tokens,0,False,,320,True,True,266,True,True,True,akita_black_bowl_1,True,plate_2,True,0.004,,,,,plane,,,64,84.8
goal,scene_0023,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0302,,,,,plane,,,64,84.2
goal,scene_0023,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_2,True,0.0315,,,,,plane,,,64,84.7
goal,scene_0024,directional,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0013,,,,,plane,,,64,85.9
goal,scene_0024,directional,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0012,,,,,plane,,,64,86.4
goal,scene_0024,directional,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0008,,,,,plane,,,64,86.0
goal,scene_0027,both,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0029,,,,,plane,,,64,85.5
goal,scene_0027,both,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.005,,,,,plane,,,64,86.4
goal,scene_0027,both,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0057,,,,,plane,,,64,85.6
goal,scene_0028,both,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0101,,,,,plane,,,64,85.0
goal,scene_0028,both,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0054,,,,,plane,,,64,84.8
goal,scene_0028,both,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,akita_black_bowl_1,True,plate_1,False,0.0053,,,,,plane,,,64,85.7
goal,scene_0029,both,text_only,pi05,tokens,0,False,,320,True,True,231,True,True,True,cream_cheese_2,False,,False,0.1453,,,,,plane,,,64,85.0
goal,scene_0029,both,text_only,pi05,tokens,1,False,,320,True,True,103,True,True,True,cream_cheese_1,True,akita_black_bowl_1,True,0.0047,,,,,plane,,,64,85.9
goal,scene_0029,both,text_only,pi05,tokens,2,False,,320,True,True,106,True,True,True,cream_cheese_1,True,akita_black_bowl_1,True,0.0152,,,,,plane,,,64,86.5
goal,scene_0030,both,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0035,,,,,plane,,,64,84.2
goal,scene_0030,both,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.001,,,,,plane,,,64,84.6
goal,scene_0030,both,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.004,,,,,plane,,,64,84.3
goal,scene_0031,both,text_only,pi05,tokens,0,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0005,,,,,plane,,,64,86.3
goal,scene_0031,both,text_only,pi05,tokens,1,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0103,,,,,plane,,,64,85.5
goal,scene_0031,both,text_only,pi05,tokens,2,False,,320,False,False,,True,True,True,cream_cheese_1,True,akita_black_bowl_1,False,0.0018,,,,,plane,,,64,85.6
